director1,screenwriter1,actors1,types1,country1,languages1,years1,times1,score1,numbers1,five1,four1,three1,two1,one1,review1,new_review1,piaofang1,predictions
0.0015822784810126582,0.0017820017820017822,0.0005828779599271403,0.3085374227512016,0.2967998326709893,0.3386380458919319,1939,233,9.3,721846,0.706,0.247,0.042,0.003,0.001,4.6282910688307615,0.5952826344042409,14792386.2,14951300.559698882
0.0007911392405063291,0.0004455004455004455,0.0009471766848816029,0.2040512703135729,0.031583350763438614,0.0307179866765359,2013,122,9.3,717412,0.696,0.264,0.036,0.002,0.001,4.834834834834835,0.9808819189336465,16502161.33,14850583.078666762
0.0010548523206751054,0.0004455004455004455,0.0006557377049180328,0.22247653925383382,0.10771805061702573,0.12546262028127314,1984,146,9.5,107485,0.7979999999999999,0.168,0.03,0.003,0.002,4.9977324263038545,0.9864280560493246,2285759.99,2351694.666792858
0.0029008438818565402,0.000297000297000297,0.0014571948998178506,0.2571526665140765,0.21229868228404097,0.4050703182827535,2002,149,9.3,677251,0.6829999999999999,0.2739999999999999,0.039,0.002,0.001,4.788994565217391,0.7857677224881197,13269373.94,14025751.172666656
0.00026371308016877635,0.000297000297000297,0.0005828779599271403,0.2713435568780041,0.04183225266680611,0.04478164322723908,2019,111,9.3,667917,0.698,0.255,0.044,0.003,0.001,4.840313578458523,0.9264872186284425,13783895.09,13830937.249426553
0.0013185654008438818,0.0013365013365013365,0.0018943533697632058,0.25623712520027464,0.2967998326709893,0.41284233900814216,1974,202,9.3,580390,0.688,0.262,0.045,0.003,0.001,4.566697211676921,0.998048012254816,11884302.51,12012784.471452555
0.0005274261603375527,0.0007425007425007424,0.0007285974499089253,0.3698786907759212,0.006065676636686885,0.346039970392302,2011,171,9.2,1928911,0.6890000000000001,0.254,0.049,0.005,0.002,4.789080835673887,0.9995219616434452,38721666.09,39716821.741752125
0.0005274261603375527,0.000594000594000594,0.0013114754098360656,0.25268940260929273,0.2967998326709893,0.4011843079200592,2008,117,9.2,1575785,0.648,0.289,0.057,0.004,0.002,4.998489973423532,0.8360565001077958,30865391.04,32423908.26202372
0.0023734177215189874,0.001782001782001782,0.0014571948998178506,0.23037308308537421,0.31980757163773266,0.1345299777942265,1994,124,9.2,652365,0.642,0.308,0.047,0.003,0.001,4.8111945045159645,0.972080317062257,12015303.14,13493135.440253187
0.0031645569620253164,0.0034155034155034154,0.0022586520947176685,0.406157015335317,0.3894582723279648,0.46410066617320506,2024,152,9.2,1107204,0.682,0.256,0.0559999999999999,0.004,0.002,4.898222875198744,0.9274199407776064,22639298.48,22815868.472956464
0.0026371308016877636,0.0016335016335016334,0.0010200364298724954,0.3626688029297322,0.2967998326709893,0.3386380458919319,1936,87,9.3,316664,0.711,0.248,0.037,0.002,0.001,4.895301405046079,0.6519973591843683,6958274.24,6621509.4308579415
0.0026371308016877636,0.005049005049005049,0.002040072859744991,0.3459601739528496,0.30202886425434006,0.3393782383419689,2003,180,9.2,788052,0.6659999999999999,0.272,0.0559999999999999,0.004,0.001,4.443522742983547,0.9992866008719277,15728037.95,16263665.070596522
0.0005274261603375527,0.0001485001485001485,0.0014571948998178506,0.2040512703135729,0.2967998326709893,0.34789045151739456,1989,128,9.2,772545,0.66,0.276,0.057,0.005,0.002,4.999359105824446,0.6960659505837257,15299872.33,15952232.90633254
0.0013185654008438818,0.0010395010395010396,0.0007285974499089253,0.2722590981918059,0.10290734156034302,0.026461880088823095,2021,155,9.2,699748,0.662,0.2789999999999999,0.054,0.004,0.001,4.999069975075332,0.9257067817709995,14564313.94,14485789.215488344
0.0010548523206751054,0.0007425007425007424,0.0014571948998178506,0.2722590981918059,0.10771805061702573,0.12546262028127314,1987,164,9.3,155356,0.687,0.268,0.04,0.003,0.001,4.656520760661641,0.9728108493721047,3566429.38,3303368.4471826633
0.0005274261603375527,0.0004455004455004455,0.0008014571948998178,0.2040512703135729,0.031583350763438614,0.0307179866765359,2013,127,9.2,614104,0.665,0.286,0.045,0.003,0.001,4.882532021533321,0.9996930827396905,13279898.06,12732630.491794745
0.00026371308016877635,0.000297000297000297,0.0007285974499089253,0.22247653925383382,0.3894582723279648,0.37694300518134716,2008,94,9.2,592869,0.638,0.313,0.045,0.003,0.001,4.709511402746952,0.8502255699630907,11698737.33,12257725.233990144
0.0005274261603375527,0.000297000297000297,0.0005828779599271403,0.24124513618677043,0.03702154361012341,0.04330125832716506,2006,137,9.2,587888,0.647,0.294,0.053,0.004,0.002,4.4201555125462635,0.9916012301093695,12819612.78,12189874.42241893
0.00026371308016877635,0.000297000297000297,0.0004371584699453552,0.2219043259327077,0.10771805061702573,0.12546262028127314,1999,110,9.4,91435,0.7609999999999999,0.192,0.039,0.004,0.003,4.890959925442684,0.6616716583870462,2021158.83,2010488.5588800262
0.0015822784810126582,0.0008910008910008909,0.0008014571948998178,0.25623712520027464,0.32085337795440283,0.4337527757216877,1984,229,9.2,431090,0.6579999999999999,0.273,0.059,0.006,0.003,4.355014287658185,0.5615940649979072,9043926.79,8974405.181720542
0.0005274261603375527,0.000297000297000297,0.00036429872495446266,0.23540856031128404,0.0010458063166701526,0.0022205773501110288,1997,89,9.2,428196,0.67,0.284,0.042,0.002,0.001,4.843164317884644,0.8736317982740485,9227474.61,8925179.732387269
0.0023734177215189874,0.000297000297000297,0.0010200364298724954,0.2826733806363012,0.4375653628947918,0.609178386380459,2012,127,9.1,1396958,0.617,0.313,0.064,0.004,0.002,4.739636183640639,0.6842841068685681,29329678.58,28777863.495692033
0.0013185654008438818,0.0004455004455004455,0.0005828779599271403,0.3626688029297322,0.2967998326709893,0.3386380458919319,2010,90,9.1,1904667,0.621,0.304,0.068,0.005,0.002,4.797795638555641,0.43225463999952407,40782396.88,39192672.42167312
0.0013185654008438818,0.0019305019305019305,0.001092896174863388,0.39173723964293894,0.2967998326709893,0.3386380458919319,2009,96,9.1,1382724,0.611,0.3229999999999999,0.062,0.003,0.001,4.6094069529652355,0.3730553042392853,28638400.04,28468625.410194244
0.0029008438818565402,0.0034155034155034154,0.0019672131147540984,0.3083085374227512,0.06776824932022589,0.07050333086602517,1954,207,9.3,208255,0.7120000000000001,0.236,0.045,0.004,0.003,4.96815866084425,0.9990757761310669,4692673.25,4400619.29892764
0.00026371308016877635,0.0007425007425007424,0.00029143897996357013,0.2040512703135729,0.46914871365823047,0.009067357512953367,2019,126,9.1,1086882,0.601,0.3389999999999999,0.055,0.004,0.002,4.712590438232707,0.9971513295304429,21515937.14,22399613.52805139
0.0050105485232067514,0.000297000297000297,0.004371584699453552,0.2785534447241932,0.32189918427107295,0.4072908956328646,2003,141,9.1,1085694,0.613,0.3339999999999999,0.05,0.002,0.001,4.492196523232742,0.6292016151115567,21322200.59,22390495.11832783
0.0005274261603375527,0.0007425007425007424,0.0007285974499089253,0.3626688029297322,0.2967998326709893,0.4084011843079201,1953,118,9.1,982566,0.607,0.325,0.064,0.003,0.001,4.7570640741372445,0.6145200806345459,20535739.0,20259276.59669946
0.0007911392405063291,0.000594000594000594,0.0016029143897996357,0.2040512703135729,0.2967998326709893,0.3386380458919319,1992,157,9.1,931805,0.632,0.302,0.061,0.005,0.001,4.661541046970843,0.9981875683862677,18166395.35,19231967.055339202
0.0026371308016877636,0.004752004752004752,0.0021129326047358834,0.3459601739528496,0.30202886425434006,0.33919319022945965,2002,179,9.1,884548,0.636,0.289,0.068,0.006,0.002,4.771304411873021,0.7946642057203844,17024163.93,18244595.80887945
0.0018459915611814346,0.0010395010395010396,0.0017486338797814208,0.22636758983749142,0.2967998326709893,0.3386380458919319,2001,135,9.1,799121,0.601,0.335,0.059,0.004,0.001,4.800848103969004,0.9910201741186049,16723601.58,16493312.962920971
0.0018459915611814346,0.0010395010395010396,0.0008743169398907104,0.2985809109636072,0.09077598828696926,0.543301258327165,2017,173,9.1,425908,0.6579999999999999,0.262,0.068,0.008,0.004,4.625690461949829,0.557951719078458,8606135.07,8883717.985535616
0.0050105485232067514,0.0004455004455004455,0.003278688524590164,0.22247653925383382,0.2967998326709893,0.45336787564766845,1998,169,9.1,673560,0.604,0.3279999999999999,0.062,0.004,0.002,4.629104229104229,0.97546039099877,13410329.94,13938525.248191092
0.00026371308016877635,0.0010395010395010393,0.0005100182149362477,0.3017853055619134,0.2967998326709893,0.381939304219097,1965,174,9.1,629714,0.624,0.311,0.061,0.003,0.001,4.749248245907117,0.8360967214644329,12528256.89,13035191.480958665
0.0018459915611814346,0.0007425007425007425,0.0008014571948998178,0.34664682993820095,0.09265843965697552,0.3386380458919319,1998,107,9.1,621190,0.64,0.293,0.059,0.005,0.002,4.384694067323786,0.38157809340516896,12577380.15,12886354.792085802
0.0007911392405063291,0.0008910008910008909,0.0006557377049180328,0.2040512703135729,0.2967998326709893,0.3386380458919319,1975,133,9.1,566935,0.635,0.298,0.06,0.005,0.002,4.687824037706206,0.22197121335378495,11157371.65,11760293.90256325
0.00026371308016877635,0.0004455004455004455,0.0006557377049180328,0.2944609750514992,0.10771805061702573,0.47261287934863067,2018,117,9.0,2188050,0.588,0.337,0.068,0.005,0.002,4.852784355777967,0.9994963679669431,44890996.8,45009812.18291143
0.0010548523206751054,0.0019305019305019305,0.001384335154826958,0.3612954909590295,0.1861535243672872,0.12768319763138417,2010,132,9.0,1772673,0.604,0.309,0.077,0.0069999999999999,0.003,4.999215932256547,0.9263433831232865,37822242.49,36473517.37602302
0.0026371308016877636,0.0019305019305019305,0.0009471766848816029,0.3626688029297322,0.2967998326709893,0.3386380458919319,1931,87,9.3,155488,0.708,0.249,0.039,0.003,0.001,4.538175738435816,0.8970239957283128,3249884.34,3313884.6013122005
0.0005274261603375527,0.000594000594000594,0.0006557377049180328,0.2040512703135729,0.01171303074670571,0.34455958549222804,2012,115,9.1,415980,0.629,0.31,0.053,0.004,0.004,4.72689594356261,0.6548467812051144,9540868.85,8667492.850018213
0.0018459915611814346,0.000594000594000594,0.001092896174863388,0.2945754177157244,0.07843547375026146,0.06254626202812731,1997,110,9.3,85015,0.7170000000000001,0.2339999999999999,0.043,0.004,0.002,4.995980061103071,0.9719687537477175,1794960.05,1878012.6249698685
0.00026371308016877635,0.000594000594000594,0.00029143897996357013,0.260013733119707,0.006065676636686885,0.34400444115470025,2017,161,9.0,1626577,0.595,0.33,0.069,0.005,0.002,4.625272154161116,0.9995984226330643,31815607.35,33514682.141462777
0.00026371308016877635,0.0004455004455004455,0.0010200364298724954,0.2040512703135729,0.06776824932022589,0.07050333086602517,1987,107,9.2,203806,0.662,0.276,0.0559999999999999,0.004,0.002,4.995259764884338,0.9876096989808828,4521693.35,4294702.334023391
0.0031645569620253164,0.0022275022275022277,0.004371584699453552,0.2822156099794003,0.17778707383392595,0.22631384159881568,1997,96,9.0,659705,0.581,0.335,0.075,0.006,0.003,4.714435797665369,0.361142539330843,14648107.86,13611425.949683595
0.002109704641350211,0.0010395010395010396,0.0009471766848816029,0.2040512703135729,0.06776824932022589,0.07050333086602517,2004,141,9.1,338433,0.626,0.319,0.05,0.004,0.002,4.576599240168395,0.9911284240453786,7224577.36,7090020.199890862
0.0023734177215189874,0.0019305019305019305,0.002185792349726776,0.3099107347219043,0.2967998326709893,0.43042190969652105,2008,166,9.0,1024432,0.583,0.337,0.074,0.005,0.001,3.797946920380571,0.7595684597470077,20458688.18,21131738.831301555
0.003428270042194093,0.000297000297000297,0.002040072859744991,0.25623712520027464,0.2967998326709893,0.3386380458919319,1993,138,9.1,330443,0.636,0.303,0.055,0.005,0.002,4.780767344937485,0.9726266590376467,7128286.24,6911255.286259714
0.0023734177215189874,0.000297000297000297,0.0022586520947176685,0.36095216296635385,0.2967998326709893,0.3386380458919319,1999,139,9.0,884308,0.618,0.3,0.072,0.008,0.003,4.571607983852882,0.8571497885370674,19054121.7,18263061.57503824
0.0023734177215189874,0.0013365013365013365,0.0011657559198542805,0.398947127489128,0.31980757163773266,0.46410066617320506,1993,108,9.0,385253,0.5589999999999999,0.379,0.0579999999999999,0.003,0.002,4.327138206569991,0.6076156566536977,7755794.41,8009933.828441861
0.0005274261603375527,0.0001485001485001485,0.0008743169398907104,0.2040512703135729,0.2967998326709893,0.3386380458919319,2011,98,9.0,644219,0.593,0.325,0.073,0.0069999999999999,0.002,4.572665106663335,0.9985062841367573,13531745.42,13324713.572169164
0.00026371308016877635,0.000297000297000297,0.0005828779599271403,0.2040512703135729,0.10771805061702573,0.12546262028127314,1983,88,9.1,131875,0.616,0.3289999999999999,0.052,0.003,0.001,4.857377293749067,0.8613472140645123,3024420.96,2825945.4512273376
0.0005274261603375527,0.000594000594000594,0.0005828779599271403,0.2040512703135729,0.06776824932022589,0.07050333086602517,2014,111,9.0,440975,0.593,0.325,0.073,0.006,0.002,4.793162602622227,0.8544446663432936,8677948.36,9170055.11879818
0.00026371308016877635,0.0001485001485001485,0.0005100182149362477,0.350766765850309,0.3068395733110228,0.33919319022945965,2009,92,9.0,432527,0.578,0.332,0.08,0.0069999999999999,0.002,4.716910337689223,0.8692256519780758,8785880.55,8961372.825107818
0.00026371308016877635,0.0004455004455004455,0.0005100182149362477,0.3291371023117418,0.404517883288015,0.43153219837157664,2019,130,8.9,1728218,0.55,0.374,0.071,0.004,0.001,4.4494463634309325,0.9021017574894882,33793422.31,35568164.76246554
0.0005274261603375527,0.000594000594000594,0.0005828779599271403,0.2040512703135729,0.06776824932022589,0.07050333086602517,2015,120,9.0,393233,0.603,0.32,0.069,0.005,0.002,4.997828730241445,0.9849057463419435,8583715.72,8195503.070601606
0.0013185654008438818,0.0013365013365013365,0.0019672131147540984,0.25623712520027464,0.2967998326709893,0.41765358993338275,1990,162,9.0,393448,0.598,0.322,0.073,0.005,0.002,4.916779348494161,0.6911270036837527,8777180.32,8175253.911856104
0.00026371308016877635,0.000297000297000297,0.0009471766848816029,0.23037308308537421,0.2967998326709893,0.3386380458919319,2001,132,9.0,351518,0.5770000000000001,0.346,0.071,0.005,0.002,4.770573139435415,0.9442736088748406,7381048.9,7312046.263973663
0.0023734177215189874,0.001188001188001188,0.0008743169398907104,0.2722590981918059,0.06776824932022589,0.07050333086602517,1999,117,8.9,1172310,0.568,0.3289999999999999,0.091,0.009,0.003,4.513887891023522,0.37500334181099193,26095651.0,24196148.99603164
0.002109704641350211,0.000297000297000297,0.002185792349726776,0.2722590981918059,0.07843547375026146,0.5266469282013324,2015,118,8.9,596200,0.551,0.365,0.077,0.005,0.002,4.381450054057596,0.8412799650263494,11323647.26,12351640.65081012
0.005274261603375527,0.0025245025245025244,0.0033515482695810565,0.25623712520027464,0.07843547375026146,0.534418948926721,2006,315,9.2,77259,0.6609999999999999,0.29,0.045,0.002,0.002,4.847889838072167,0.02049336129620284,1900538.46,1744160.587881767
0.0031645569620253164,0.000594000594000594,0.0029143897996357013,0.29766536964980544,0.2967998326709893,0.381939304219097,2010,138,8.9,1023395,0.525,0.392,0.077,0.005,0.001,4.508376641137856,0.9281486734574763,21526123.79,21092233.94580873
0.0013185654008438818,0.0014850014850014848,0.0009471766848816029,0.23311970702677956,0.32085337795440283,0.37472242783123616,2000,108,8.9,1016319,0.5539999999999999,0.366,0.074,0.005,0.002,4.652729815972374,0.9803488673360561,20310706.16,20963825.159475517
0.002109704641350211,0.0017820017820017818,0.001092896174863388,0.3354314488441291,0.4264798159380882,0.45059215396002966,2014,99,8.9,990091,0.551,0.359,0.081,0.0069999999999999,0.002,4.836900785623559,0.9997243747625133,18464171.18,20405561.442720264
0.0005274261603375527,0.0007425007425007424,0.0004371584699453552,0.32787823300526436,0.32189918427107295,0.3386380458919319,2004,113,8.9,979648,0.537,0.376,0.081,0.006,0.001,4.801779613887344,0.960424282300172,21042826.19,20196354.748949874
0.0005274261603375527,0.0007425007425007424,0.0014571948998178506,0.3126573586633097,0.2967998326709893,0.3386380458919319,1991,118,8.9,931926,0.545,0.374,0.075,0.004,0.001,4.87104697574455,0.6432944136019191,20082231.47,19213413.45432059
0.0010548523206751054,0.0004455004455004455,0.0005828779599271403,0.25623712520027464,0.08115457017360385,0.005921539600296077,2002,130,9.0,311221,0.5820000000000001,0.342,0.069,0.005,0.002,4.906357286610631,0.626961297160814,6688095.55,6513265.349151084
0.0031645569620253164,0.0025245025245025244,0.002185792349726776,0.29766536964980544,0.3894582723279648,0.3386380458919319,2006,130,8.9,896460,0.544,0.37,0.078,0.006,0.002,4.777645225221758,0.8841736889832676,19064347.0,18485652.07929459
0.0029008438818565402,0.002079002079002079,0.0018943533697632058,0.34664682993820095,0.2967998326709893,0.4455958549222798,1994,154,8.9,874307,0.555,0.347,0.087,0.008,0.003,4.617930858201802,0.4664318160174926,18215946.65,18046133.13602902
0.0010548523206751054,0.0001485001485001485,0.0010200364298724954,0.29766536964980544,0.2967998326709893,0.3386380458919319,2003,90,8.9,866110,0.527,0.387,0.079,0.005,0.002,4.244618395303327,0.743453975999628,16791479.59,17870679.335325804
0.0005274261603375527,0.0008910008910008909,0.00036429872495446266,0.3099107347219043,0.2967998326709893,0.4072908956328646,1946,130,9.3,104631,0.695,0.249,0.05,0.004,0.002,4.806910002786291,0.9909676355960114,2239266.17,2252887.8692574473
0.0031645569620253164,0.0034155034155034154,0.0022586520947176685,0.406157015335317,0.3894582723279648,0.347520355292376,2012,165,8.9,754466,0.539,0.361,0.09,0.0069999999999999,0.002,4.566104114617856,0.9425782414530249,16091681.84,15557062.939354565
0.0013185654008438818,0.0010395010395010396,0.0010200364298724954,0.4131380178530556,0.031583350763438614,0.36935603256846783,2003,132,8.9,756127,0.546,0.372,0.075,0.006,0.002,4.3921065252348575,0.933980982531528,16005552.14,15633137.096691787
0.0013185654008438818,0.000891000891000891,0.002185792349726776,0.2040512703135729,0.2967998326709893,0.3386380458919319,1997,126,9.0,750205,0.562,0.36,0.072,0.005,0.001,4.0403679383814035,0.9964756744943764,15181189.98,15484107.831583118
0.0010548523206751054,0.0007425007425007424,0.0006557377049180328,0.21126115815976196,0.06776824932022589,0.07050333086602517,2006,130,8.9,728743,0.5529999999999999,0.3389999999999999,0.091,0.011,0.005,4.7363300111145525,0.9972008453239247,15438830.46,15066448.641480783
0.0005274261603375527,0.0001485001485001485,0.0007285974499089253,0.2040512703135729,0.06776824932022589,0.07050333086602517,2021,130,8.9,695679,0.532,0.377,0.084,0.005,0.002,4.392692444129124,0.9175279468236932,15106507.01,14393751.852930019
0.0026371308016877636,0.001485001485001485,0.0010200364298724954,0.2944609750514992,0.06776824932022589,0.07050333086602517,2020,121,8.9,621930,0.545,0.359,0.086,0.008,0.002,4.503401576805697,0.5055096014089113,13248939.59,12889537.20689668
0.0013185654008438818,0.0016335016335016334,0.0016029143897996357,0.2722590981918059,0.3756536289479188,0.4072908956328646,2004,80,8.9,591089,0.562,0.34,0.087,0.008,0.003,4.7823482239728285,0.9909688351764242,12057077.73,12209845.088715203
0.0005274261603375527,0.0004455004455004455,0.0011657559198542805,0.29766536964980544,0.2967998326709893,0.3861954108068098,1999,107,8.9,581690,0.546,0.372,0.075,0.005,0.001,4.670279889985439,0.9890679501411029,12916243.22,12028702.229174586
0.0005274261603375527,0.0007425007425007424,0.0006557377049180328,0.32078278782330055,0.031583350763438614,0.0307179866765359,2013,127,8.9,579883,0.5760000000000001,0.3339999999999999,0.079,0.008,0.002,4.602177473745062,0.8628210097959281,11609487.52,12027069.190010348
0.0018459915611814346,0.001485001485001485,0.0007285974499089253,0.25623712520027464,0.02300773896674336,0.19985196150999257,1991,237,8.9,322911,0.5770000000000001,0.321,0.086,0.011,0.004,4.632075919335706,0.7226532540344321,6557010.96,6774403.4141966095
0.0007911392405063291,0.000297000297000297,0.0008014571948998178,0.3259327077134355,0.2967998326709893,0.41728349370836426,1995,178,8.9,574169,0.564,0.341,0.086,0.0069999999999999,0.002,4.601691295805928,0.5213122300172093,11287803.94,11901393.013677774
0.0007911392405063291,0.0004455004455004455,0.0004371584699453552,0.25623712520027464,0.1861535243672872,0.12620281273131015,2004,85,8.9,316605,0.5379999999999999,0.375,0.079,0.005,0.002,4.43580087089561,0.4226641323714729,7621767.05,6611821.970263352
0.0005274261603375527,0.000297000297000297,0.0005828779599271403,0.3662165255207141,0.06776824932022589,0.07050333086602517,2011,45,8.9,564217,0.5489999999999999,0.342,0.098,0.009,0.002,4.207555577561024,0.34023362267838064,11812627.71,11684667.674085066
0.00026371308016877635,0.0013365013365013365,0.0008743169398907104,0.2934309910734722,0.3894582723279648,0.3386380458919319,1982,97,9.4,82192,0.752,0.215,0.03,0.002,0.001,4.672174487772637,0.9674763336054882,1781061.16,1790420.3011542899
0.0013185654008438818,0.0010395010395010396,0.0007285974499089253,0.350766765850309,0.06776824932022589,0.44744633604737233,2003,92,9.0,250433,0.598,0.33,0.065,0.005,0.002,4.752276867030965,0.9768637611982695,5498217.04,5258599.4034863785
0.00026371308016877635,0.000297000297000297,0.00029143897996357013,0.2040512703135729,0.006902321690023008,0.007772020725388601,2015,116,8.9,511314,0.5429999999999999,0.376,0.075,0.005,0.001,4.83765648472709,0.9482656862816538,10605789.02,10617966.701222965
0.0010548523206751054,0.000297000297000297,0.0006557377049180328,0.2722590981918059,0.10771805061702573,0.12546262028127314,1982,99,9.1,89273,0.644,0.29,0.059,0.004,0.003,4.600351768614423,0.7884090675762263,1991831.15,1969160.764009087
